1960-03-01,"		108",6.7,-5.8,18.1
1960-04-01,"		108",10.6,-0.9,25.3
1960-05-01,"		108",16.5,6.4,30.2
1960-06-01,"		108",20.6,12.7,31.7
1960-07-01,"		108",24.8,18.6,32.4
1960-08-01,"		108",26.2,17.7,34.4
1960-09-01,"		108",20.8,12.3,31.3
1960-10-01,"		108",15.1,5.4,25.7
1960-11-01,"		108",7.1,-11.2,18
1960-12-01,"		108",-1.8,-16,11.6
1961-01-01,"		108",-5.2,-16.5,5.2
1961-02-01,"		108",-0.9,-14.2,12.7
1961-03-01,"		108",5.4,-4.9,17
1961-04-01,"		108",11.7,0.7,25
1961-05-01,"		108",17.3,4.2,30.1
1961-06-01,"		108",21.9,13.5,31.2
1961-07-01,"		108",26.2,21.4,34.4
1961-08-01,"		108",26.8,20.8,35.3
1961-09-01,"		108",21.5,10.4,31.7
1961-10-01,"		108",15.6,3.3,25.8
1961-11-01,"		108",8.9,-3.5,20.4
1961-12-01,"		108",-0.6,-12.5,13
1962-01-01,"		108",-3.4,-11.3,7.9
1962-02-01,"		108",-0.7,-10.9,12.5
1962-03-01,"		108",3.2,-6,18.2
1962-04-01,"		108",10,-3.8,23.8
1962-05-01,"		108",17.6,7.3,30.7
1962-06-01,"		108",21.1,11.2,32.4
1962-07-01,"		108",26.1,17.2,35
1962-08-01,"		108",25.1,19.7,33.1
1962-09-01,"		108",20.3,8.5,29.8
1962-10-01,"		108",13.6,1.5,25.6
1962-11-01,"		108",6.4,-7.7,20.8
1962-12-01,"		108",1.1,-11.5,12.5
1963-01-01,"		108",-9.1,-18.4,1.6
1963-02-01,"		108",-2.4,-12.6,8.2
1963-03-01,"		108",5.5,-3.2,19.2
1963-04-01,"		108",11.4,0.6,22.8
1963-05-01,"		108",16.9,7.8,29.4
1963-06-01,"		108",21.2,11.9,30.1
1963-07-01,"		108",24.5,18.8,33.1
1963-08-01,"		108",25.7,19.2,33.7
1963-09-01,"		108",20.5,10.4,30.2
1963-10-01,"		108",13.5,2,24.4
1963-11-01,"		108",6.5,-7.2,20.5
1963-12-01,"		108",0.8,-13.2,12.2
1964-01-01,"		108",-0.1,-8.2,10
1964-02-01,"		108",-3.5,-16.2,6.5
1964-03-01,"		108",3.8,-3.4,17.7
1964-04-01,"		108",14.1,0.7,25.4
1964-05-01,"		108",18.6,8.7,29.2
1964-06-01,"		108",21.6,13.8,33.4
1964-07-01,"		108",24.7,19,33.6
1964-08-01,"		108",26.3,19.2,34.5
1964-09-01,"		108",20.3,11,30
1964-10-01,"		108",13.8,1.1,25.9
1964-11-01,"		108",6.3,-6,15.6
1964-12-01,"		108",0.2,-10.6,12.2
1965-01-01,"		108",-4.2,-18.1,7.4
1965-02-01,"		108",-1.2,-13.6,10.4
1965-03-01,"		108",2.7,-7.4,15.3
1965-04-01,"		108",10.3,-1.3,27
1965-05-01,"		108",17.3,7.5,31
1965-06-01,"		108",22.1,13.8,34.6
1965-07-01,"		108",24.1,18.4,35.2
1965-08-01,"		108",24.4,19,31
1965-09-01,"		108",20.9,10,31
1965-10-01,"		108",14.8,4.2,29.2
1965-11-01,"		108",7,-5.8,20.8
1965-12-01,"		108",-2,-18.2,12.6
1966-01-01,"		108",-4.6,-18,8.8
1966-02-01,"		108",0.1,-13.6,11.8
1966-03-01,"		108",4.8,-3.4,14
1966-04-01,"		108",11.8,0.2,26.4
1966-05-01,"		108",18.3,6.6,31.6
1966-06-01,"		108",20.5,9.7,29.8
1966-07-01,"		108",23.6,15.2,31.4
1966-08-01,"		108",26.7,18,34.7
1966-09-01,"		108",19.7,10.4,28.4
1966-10-01,"		108",14.4,0.4,26
1966-11-01,"		108",5.9,-10.7,20.6
1966-12-01,"		108",-3,-15.2,10.6
1967-01-01,"		108",-4.4,-18.4,10.1
1967-02-01,"		108",-2.4,-12,13.3
1967-03-01,"		108",4.8,-6.1,15.9
1967-04-01,"		108",11.8,1.1,25.2
1967-05-01,"		108",19.3,9.4,29.1
1967-06-01,"		108",21.3,13.6,29.7
1967-07-01,"		108",25.5,17.6,35
1967-08-01,"		108",26.7,21.5,33.6
1967-09-01,"		108",20.7,11.4,31.4
1967-10-01,"		108",14.5,4.8,23.7
1967-11-01,"		108",6.5,-5.2,19.2
1967-12-01,"		108",-4.9,-17.4,6.4
1968-01-01,"		108",-4,-15.1,8.2
1968-02-01,"		108",-4.4,-13.8,12
1968-03-01,"		108",4.4,-6,16.8
1968-04-01,"		108",12.6,3.1,23.9
1968-05-01,"		108",17.2,9.6,28.2
1968-06-01,"		108",21,10.6,31.9
1968-07-01,"		108",24.7,18.3,34.2
1968-08-01,"		108",24.9,15.5,34
1968-09-01,"		108",20.9,8.7,31.4
1968-10-01,"		108",13,3.3,27.4
1968-11-01,"		108",7.6,-6.7,20.6
1968-12-01,"		108",3.1,-11,17.7
1969-01-01,"		108",-3.5,-15.2,10.7
1969-02-01,"		108",-2.7,-15.9,10.7
1969-03-01,"		108",2.9,-8.1,20.4
1969-04-01,"		108",10.6,-0.2,23.3
1969-05-01,"		108",16.4,6.2,26.4
1969-06-01,"		108",20,11.9,32.3
1969-07-01,"		108",24,16,32.3
1969-08-01,"		108",24.8,18.5,32.9
1969-09-01,"		108",20.8,12.9,30
1969-10-01,"		108",13.9,3.2,24.4
1969-11-01,"		108",5,-5.6,17.8
1969-12-01,"		108",-2,-14.9,13.6
1970-01-01,"		108",-4.8,-20.2,8.9
1970-02-01,"		108",-0.2,-10.8,12
1970-03-01,"		108",0.4,-7.3,16
1970-04-01,"		108",12.2,0.8,26
1970-05-01,"		108",18.7,10,29.8
1970-06-01,"		108",20.5,13.4,30
1970-07-01,"		108",23,15.2,32.2
1970-08-01,"		108",25.9,20.1,35
1970-09-01,"		108",21.2,7.9,31.2
1970-10-01,"		108",14.9,0.5,25.6
1970-11-01,"		108",5.7,-11.9,18.2
1970-12-01,"		108",-1,-11.2,11.6
1971-01-01,"		108",-2.4,-16.1,9.2
1971-02-01,"		108",-0.7,-12.4,13.2
1971-03-01,"		108",2,-11.6,20.2
1971-04-01,"		108",11.2,0.6,24.1
1971-05-01,"		108",16.6,7,31.2
1971-06-01,"		108",21.6,13,30.4
1971-07-01,"		108",23.9,18.6,32
1971-08-01,"		108",24.6,15.9,33.2
1971-09-01,"		108",20.6,9.7,29.6
1971-10-01,"		108",13,2.5,24.1
1971-11-01,"		108",8.7,-8.8,21.3
1971-12-01,"		108",-1.2,-10,11.5
1972-01-01,"		108",0.8,-9.1,13
1972-02-01,"		108",-0.6,-9.6,8.4
1972-03-01,"		108",5.3,-7.7,18
1972-04-01,"		108",11.5,-4.3,23.5
1972-05-01,"		108",16.4,6.4,26.2
1972-06-01,"		108",21.7,13.7,30.7
1972-07-01,"		108",25.7,17.5,35.6
1972-08-01,"		108",23.1,15.8,32.1
1972-09-01,"		108",19,9.5,27.2
1972-10-01,"		108",13.8,0.5,26
1972-11-01,"		108",5.2,-8.1,18.7
1972-12-01,"		108",0.6,-12,12
1973-01-01,"		108",0.4,-11.3,11.3
1973-02-01,"		108",0.6,-9.4,14.4
1973-03-01,"		108",4.5,-5.3,20.8
1973-04-01,"		108",12.4,0.9,27.7
1973-05-01,"		108",17.4,9.5,27.8
1973-06-01,"		108",21.4,12.9,30.8
1973-07-01,"		108",26.8,19.7,34.5
1973-08-01,"		108",25.9,21.2,35.2
1973-09-01,"		108",20.3,8.3,28.6
1973-10-01,"		108",13,2.2,24.9
1973-11-01,"		108",4.7,-7.1,16.9
1973-12-01,"		108",-3,-17.4,10.8
1974-01-01,"		108",-2.4,-15.5,9.3
1974-02-01,"		108",-2.1,-14,9.9
1974-03-01,"		108",3.7,-8,19.5
1974-04-01,"		108",10.7,0.8,23.1
1974-05-01,"		108",16.7,7,29.3
1974-06-01,"		108",19.7,9.7,31.1
1974-07-01,"		108",23.5,18.2,30.7
1974-08-01,"		108",25.1,15.7,33.9
1974-09-01,"		108",20.6,11.2,29.9
1974-10-01,"		108",12.6,0,23.2
1974-11-01,"		108",5.4,-4.8,20.3
1974-12-01,"		108",-0.5,-10.2,10.3
1975-01-01,"		108",-2.7,-11.8,7
1975-02-01,"		108",-0.8,-9.7,10.6
1975-03-01,"		108",4.4,-5,15.8
1975-04-01,"		108",13.3,1.2,29
1975-05-01,"		108",16.7,7.8,27.7
1975-06-01,"		108",21.4,13.2,32.4
1975-07-01,"		108",24.9,18.4,33.4
1975-08-01,"		108",27,20.4,35.3
1975-09-01,"		108",22.6,13.6,31.5
1975-10-01,"		108",15.4,5.4,25.6
1975-11-01,"		108",9,-6.4,20.7
1975-12-01,"		108",-1.6,-10.8,14.8
1976-01-01,"		108",-3.8,-16.3,8.5
1976-02-01,"		108",2.8,-6.4,14.5
1976-03-01,"		108",4.8,-6.6,15.2
1976-04-01,"		108",11.3,0.1,25
1976-05-01,"		108",16.7,5.5,32.2
1976-06-01,"		108",21.3,13.7,34.8
1976-07-01,"		108",23.1,12.9,33.5
1976-08-01,"		108",23.7,16.4,32
1976-09-01,"		108",19.9,11,30.2
1976-10-01,"		108",13.7,-1.5,25.1
1976-11-01,"		108",3.5,-6.3,19.4
1976-12-01,"		108",0.4,-18.5,12.2
1977-01-01,"		108",-6.7,-15.8,4.2
1977-02-01,"		108",-2.4,-16.8,15
1977-03-01,"		108",5.4,-11.5,22
1977-04-01,"		108",12.5,2.4,26.7
1977-05-01,"		108",17.4,6.8,29.3
1977-06-01,"		108",22.5,13.7,34.6
1977-07-01,"		108",26,18.3,35
1977-08-01,"		108",24.6,17.1,33.3
1977-09-01,"		108",21.5,8.8,31.1
1977-10-01,"		108",16.7,5.6,28.8
1977-11-01,"		108",7.6,-4.3,20.2
1977-12-01,"		108",2.4,-9.4,13.7
1978-01-01,"		108",-2.4,-13.3,7.4
1978-02-01,"		108",-2.5,-16,11
1978-03-01,"		108",4.2,-8.2,17.4
1978-04-01,"		108",11.5,0.4,25
1978-05-01,"		108",18.5,7.2,29.8
1978-06-01,"		108",21.9,12.5,30.7
1978-07-01,"		108",26.4,18.2,36.1
1978-08-01,"		108",25.8,19.2,34.4
1978-09-01,"		108",20.9,13.4,30.6
1978-10-01,"		108",14.5,4.2,29.2
1978-11-01,"		108",7.9,-5,18.2
1978-12-01,"		108",1.6,-10.7,14.6
1979-01-01,"		108",0.9,-10.9,13.4
1979-02-01,"		108",0.6,-13,17.4
1979-03-01,"		108",6,-4.1,18.4
1979-04-01,"		108",11.2,0.4,23.8
1979-05-01,"		108",16.5,8,29.1
1979-06-01,"		108",21.4,14.4,28.9
1979-07-01,"		108",24.3,17.5,32.2
1979-08-01,"		108",25.4,16.2,32.6
1979-09-01,"		108",20.1,8.9,29.7
1979-10-01,"		108",15.9,2.9,26.3
1979-11-01,"		108",5.7,-11.1,23.5
1979-12-01,"		108",1.4,-10.7,11.7
1980-01-01,"		108",-3.7,-15.9,8.9
1980-02-01,"		108",-3.1,-14.5,12
1980-03-01,"		108",5.2,-2.6,18.1
1980-04-01,"		108",10.1,1.4,21
1980-05-01,"		108",16.5,7.5,31.7
1980-06-01,"		108",21.6,12.1,31.6
1980-07-01,"		108",22.7,16.9,30.3
1980-08-01,"		108",22.8,17.2,30.6
1980-09-01,"		108",19.6,8.1,29
1980-10-01,"		108",13,0,25.6
1980-11-01,"		108",8.6,-1.7,19.8
1980-12-01,"		108",-3.8,-16.2,12
1981-01-01,"		108",-7,-16.5,1.3
1981-02-01,"		108",-1.4,-15.6,11.7
1981-03-01,"		108",5.7,-5.1,21.7
1981-04-01,"		108",11.9,1.7,25.3
1981-05-01,"		108",15.9,5.4,28.5
1981-06-01,"		108",21.8,8.8,30.7
1981-07-01,"		108",25.4,19.2,35.2
1981-08-01,"		108",24.5,17.2,33
1981-09-01,"		108",20,11.6,29
1981-10-01,"		108",13.4,0.6,23.3
1981-11-01,"		108",3.6,-7,13.6
1981-12-01,"		108",0.1,-11,10.2
1982-01-01,"		108",-3.5,-14.1,6.8
1982-02-01,"		108",0.6,-11.8,12.3
1982-03-01,"		108",5.9,-5.3,17
1982-04-01,"		108",12.3,3.1,27.5
1982-05-01,"		108",17.9,8,28.9
1982-06-01,"		108",21.9,11.7,30.6
1982-07-01,"		108",25.1,18.3,33.7
1982-08-01,"		108",25.4,18.3,35.5
1982-09-01,"		108",20.8,9.9,30.9
1982-10-01,"		108",15.8,-1.1,28.2
1982-11-01,"		108",7.9,-7.1,21.4
1982-12-01,"		108",-0.1,-9.8,10.6
1983-01-01,"		108",-1.7,-13.9,9.2
1983-02-01,"		108",-1.7,-13.3,10.3
1983-03-01,"		108",6.4,-3.6,18.9
1983-04-01,"		108",13.6,0.8,26.7
1983-05-01,"		108",18.5,7.3,29.9
1983-06-01,"		108",22.2,13.4,32.6
1983-07-01,"		108",23.6,18.4,30.9
1983-08-01,"		108",26,17.8,34.3
1983-09-01,"		108",22,11.9,31.5
1983-10-01,"		108",14.2,2,23.7
1983-11-01,"		108",6.7,-6,18.5
1983-12-01,"		108",-1.1,-13.5,11.7
1984-01-01,"		108",-5.9,-13.6,4.1
1984-02-01,"		108",-3.5,-15.1,8
1984-03-01,"		108",2.5,-6.5,14.2
1984-04-01,"		108",12.1,0.1,23
1984-05-01,"		108",18.2,7.7,28.1
1984-06-01,"		108",22.6,14.7,34.2
1984-07-01,"		108",25.2,19.2,34.7
1984-08-01,"		108",26.3,18.9,35.2
1984-09-01,"		108",20.1,10.1,28.7
1984-10-01,"		108",13.8,1.2,25.7
1984-11-01,"		108",8.1,-5.7,21.2
1984-12-01,"		108",-0.9,-12.8,14.5
1985-01-01,"		108",-5.9,-16.7,3.5
1985-02-01,"		108",-0.3,-11,10.8
1985-03-01,"		108",4.3,-8.2,19
1985-04-01,"		108",11.6,0,24.8
1985-05-01,"		108",18.1,9,29.6
1985-06-01,"		108",22.1,14.2,31.9
1985-07-01,"		108",25.3,18.7,35.4
1985-08-01,"		108",26.3,18.5,34.3
1985-09-01,"		108",20.2,10.1,30.1
1985-10-01,"		108",14.7,4.4,25.7
1985-11-01,"		108",5.6,-4.6,18.8
1985-12-01,"		108",-3.4,-13.6,8.2
1986-01-01,"		108",-5.4,-19.2,7.1
1986-02-01,"		108",-3.3,-12.7,5.2
1986-03-01,"		108",4.9,-5.4,18.6
1986-04-01,"		108",11.9,1.6,24.3
1986-05-01,"		108",17.1,8.5,27.5
1986-06-01,"		108",21.9,13.8,32.4
1986-07-01,"		108",23.5,15.4,31.7
1986-08-01,"		108",24.5,18.2,32.8
1986-09-01,"		108",19.9,10.2,31
1986-10-01,"		108",12.7,-0.5,23.9
1986-11-01,"		108",5.2,-5.7,16.2
1986-12-01,"		108",1.9,-9.7,13.2
1987-01-01,"		108",-3,-15.1,8.9
1987-02-01,"		108",-0.1,-10.6,12.8
1987-03-01,"		108",4,-7.6,17.5
1987-04-01,"		108",10.8,0.4,24.7
1987-05-01,"		108",17,5.8,29
1987-06-01,"		108",22.4,12,31.6
1987-07-01,"		108",23.7,18.3,31.2
1987-08-01,"		108",24.4,18.4,31.6
1987-09-01,"		108",20.1,6.3,28.6
1987-10-01,"		108",15.5,2.6,27.3
1987-11-01,"		108",7.5,-9.2,19
1987-12-01,"		108",0.9,-10.6,11.8
1988-01-01,"		108",-2.1,-12.1,10.1
1988-02-01,"		108",-1.5,-12.9,12.2
1988-03-01,"		108",4.3,-6.8,16.1
1988-04-01,"		108",11.3,3.2,23.8
1988-05-01,"		108",17.9,9.1,31.7
1988-06-01,"		108",22.3,13.9,32.8
1988-07-01,"		108",24.4,19,31.6
1988-08-01,"		108",26.4,18.4,36.6
1988-09-01,"		108",21.4,11,30.8
1988-10-01,"		108",15,2.2,25.6
1988-11-01,"		108",5.5,-5.6,17.9
1988-12-01,"		108",0.1,-12.2,13.9
1989-01-01,"		108",0.8,-11.2,11.2
1989-02-01,"		108",2.4,-8.2,15.4
1989-03-01,"		108",6.1,-5,16.1
1989-04-01,"		108",14.3,3.7,29.4
1989-05-01,"		108",17.9,8.4,29.6
1989-06-01,"		108",21.2,12.8,31.9
1989-07-01,"		108",24.5,17.3,33.3
1989-08-01,"		108",25.5,17.4,35.3
1989-09-01,"		108",20.7,10.3,29.5
1989-10-01,"		108",13.6,1.9,23.7
1989-11-01,"		108",7.1,-6.3,17.4
1989-12-01,"		108",1.4,-8.7,14.7
1990-01-01,"		108",-3.2,-17.1,7.8
1990-02-01,"		108",2.7,-5.2,12.9
1990-03-01,"		108",7.2,-1.3,18.8
1990-04-01,"		108",11.3,1.6,26.3
1990-05-01,"		108",16.2,7.2,27.1
1990-06-01,"		108",20.7,13.4,29.4
1990-07-01,"		108",24.9,16.7,34.2
1990-08-01,"		108",26.4,18.5,35.5
1990-09-01,"		108",21.1,10.2,31.1
1990-10-01,"		108",15.4,6.1,27.1
1990-11-01,"		108",10,-4.9,21.9
1990-12-01,"		108",0.8,-12.9,13.8
1991-01-01,"		108",-2.6,-12.9,9.7
1991-02-01,"		108",-0.9,-15,12
1991-03-01,"		108",4.9,-6,18.9
1991-04-01,"		108",13,-3.4,25.6
1991-05-01,"		108",17.5,7.4,31.1
1991-06-01,"		108",22.6,15.2,31.8
1991-07-01,"		108",24.3,18,32
1991-08-01,"		108",25.5,15.7,34.7
1991-09-01,"		108",21.1,10.1,31
1991-10-01,"		108",13.8,4.1,25.8
1991-11-01,"		108",6.5,-4,17.6
1991-12-01,"		108",2.2,-11.1,12.9
1992-01-01,"		108",-0.2,-9.1,7.6
1992-02-01,"		108",0.7,-7.8,15.9
1992-03-01,"		108",7.6,-1.5,20.2
1992-04-01,"		108",12,1.5,24.3
1992-05-01,"		108",16.4,7.1,29.9
1992-06-01,"		108",20.9,10.8,29.8
1992-07-01,"		108",24.8,19.1,32.4
1992-08-01,"		108",24.8,18.4,32.8
1992-09-01,"		108",20.9,9.3,30.9
1992-10-01,"		108",14,4,25.1
1992-11-01,"		108",6.2,-9,17.2
1992-12-01,"		108",1.5,-9.7,13.3
1993-01-01,"		108",-1.9,-11.1,8.4
1993-02-01,"		108",1,-8.6,14.2
1993-03-01,"		108",5.8,-6.2,16.6
1993-04-01,"		108",10.6,-0.3,23.5
1993-05-01,"		108",18.2,9.4,31.9
1993-06-01,"		108",21.3,13.4,29.2
1993-07-01,"		108",23.3,16.2,31.1
1993-08-01,"		108",23.2,16.3,30.6
1993-09-01,"		108",21.2,10.8,30.5
1993-10-01,"		108",13.4,0.6,25
1993-11-01,"		108",8.5,-9,20.9
1993-12-01,"		108",-0.2,-11.2,10
1994-01-01,"		108",-0.9,-12.3,10
1994-02-01,"		108",0.8,-10.8,11.4
1994-03-01,"		108",4,-5.5,18.6
1994-04-01,"		108",15.2,5.7,28.9
1994-05-01,"		108",17.9,8.3,28
1994-06-01,"		108",22.8,13.4,34.7
1994-07-01,"		108",28.5,21.3,38.4
1994-08-01,"		108",27.6,19,37
1994-09-01,"		108",21,12.1,32
1994-10-01,"		108",15.2,3.2,25.9
1994-11-01,"		108",9.3,-2.2,19.8
1994-12-01,"		108",1.1,-12.6,12.4
1995-01-01,"		108",-2.1,-11.1,10.3
1995-02-01,"		108",1.2,-7.9,9.9
1995-03-01,"		108",6,-3.6,17.1
1995-04-01,"		108",11.3,-0.4,25.2
1995-05-01,"		108",17.1,6.3,29
1995-06-01,"		108",21.6,12.1,29.6
1995-07-01,"		108",24.5,17.7,33.6
1995-08-01,"		108",26,18.8,33.7
1995-09-01,"		108",20,10.7,28.4
1995-10-01,"		108",15.5,4.2,25.6
1995-11-01,"		108",6.2,-4.3,18.6
1995-12-01,"		108",-1,-10.3,6.9
1996-01-01,"		108",-2.2,-10.7,9.8
1996-02-01,"		108",-1.6,-13.8,14
1996-03-01,"		108",4.9,-3.8,17.5
1996-04-01,"		108",10.2,-0.9,23.3
1996-05-01,"		108",18.4,9.8,31.4
1996-06-01,"		108",22.3,15.1,32.7
1996-07-01,"		108",24.4,16.6,34.6
1996-08-01,"		108",26,17.6,35.4
1996-09-01,"		108",22,11.6,30.9
1996-10-01,"		108",14.5,-0.4,23.8
1996-11-01,"		108",6.1,-8,18.8
1996-12-01,"		108",1.6,-10.5,12.7
1997-01-01,"		108",-3.3,-13.7,8
1997-02-01,"		108",0.7,-8.1,15.1
1997-03-01,"		108",6.8,-4.3,20.2
1997-04-01,"		108",13,2.7,22.3
1997-05-01,"		108",17,8.8,27.9
1997-06-01,"		108",23.4,12.4,35
1997-07-01,"		108",26.1,18.1,36.1
1997-08-01,"		108",26.8,19.6,34.1
1997-09-01,"		108",20.2,10.3,31.9
1997-10-01,"		108",13.4,-2,26.3
1997-11-01,"		108",8.8,-3.2,20.2
1997-12-01,"		108",1.8,-11.3,12.8
1998-01-01,"		108",-1.3,-15.4,8.2
1998-02-01,"		108",3.4,-7.7,15
1998-03-01,"		108",7.3,-3.2,19.1
1998-04-01,"		108",15.6,1.9,26.3
1998-05-01,"		108",19,10.4,31.4
1998-06-01,"		108",21.9,13.2,31.8
1998-07-01,"		108",24.9,19.5,32.2
1998-08-01,"		108",25,17.4,32
1998-09-01,"		108",23,15.4,32.8
1998-10-01,"		108",17,4.9,26.5
1998-11-01,"		108",7.3,-6.8,20.5
1998-12-01,"		108",2.3,-8.1,12.9
1999-01-01,"		108",-0.8,-12.2,12.4
1999-02-01,"		108",0.7,-12.3,10.2
1999-03-01,"		108",6.7,-6.2,18.8
1999-04-01,"		108",13.9,1.6,28.2
1999-05-01,"		108",17.5,10.2,28.1
1999-06-01,"		108",23.1,15.8,33.6
1999-07-01,"		108",25.9,18.2,34.9
1999-08-01,"		108",26,19.5,35.4
1999-09-01,"		108",22.9,12.8,32
1999-10-01,"		108",14.3,1.5,24
1999-11-01,"		108",7.9,-6.1,18.6
1999-12-01,"		108",0.4,-11.5,12
2000-01-01,"		108",-2.1,-12.1,9.9
2000-02-01,"		108",-1.7,-11.6,7.5
2000-03-01,"		108",6.3,-4.8,18.9
2000-04-01,"		108",11.9,1.8,23.5
2000-05-01,"		108",17.5,7.9,30.5
2000-06-01,"		108",23.7,14.6,33.9
2000-07-01,"		108",26.8,19.9,34.2
2000-08-01,"		108",26.2,19,35.1
2000-09-01,"		108",20.7,11.9,31
2000-10-01,"		108",14.9,3.5,26.5
2000-11-01,"		108",7,-3.8,20.3
2000-12-01,"		108",0.9,-11.4,11.9
2001-01-01,"		108",-4.1,-18.6,6.8
2001-02-01,"		108",-0.3,-10.4,12.2
2001-03-01,"		108",5,-6.1,21
2001-04-01,"		108",13.6,2.1,28.2
2001-05-01,"		108",19.1,10.4,31.5
2001-06-01,"		108",22.5,15.6,32.7
2001-07-01,"		108",25.9,20.3,32.8
2001-08-01,"		108",26.5,19.4,35.3
2001-09-01,"		108",22.5,11,31.7
2001-10-01,"		108",16.5,8.8,25.3
2001-11-01,"		108",7,-3.1,16
2001-12-01,"		108",-0.6,-8.8,10.9
2002-01-01,"		108",0.3,-12,13.5
2002-02-01,"		108",2.9,-5.1,12.6
2002-03-01,"		108",7.6,-2.9,19.4
2002-04-01,"		108",13.6,4.3,27.7
2002-05-01,"		108",18.2,10,27.7
2002-06-01,"		108",22.2,14.5,32
2002-07-01,"		108",25.2,18.9,34.8
2002-08-01,"		108",24.2,17.9,32.2
2002-09-01,"		108",21.6,13.5,30.6
2002-10-01,"		108",12.8,-0.3,24.9
2002-11-01,"		108",4,-4.8,16.7
2002-12-01,"		108",1.7,-9.1,15.9
2003-01-01,"		108",-2.5,-15.5,8.7
2003-02-01,"		108",2.7,-8.3,11.9
2003-03-01,"		108",6.5,-5,20.9
2003-04-01,"		108",13.2,4.8,24.6
2003-05-01,"		108",19.6,8.5,30.4
2003-06-01,"		108",21.5,14.4,31.1
2003-07-01,"		108",23.8,18.3,31.4
2003-08-01,"		108",24.1,16.6,32.2
2003-09-01,"		108",20.9,13.8,28.7
2003-10-01,"		108",13.9,2.7,26
2003-11-01,"		108",9.5,-3.2,21.3
2003-12-01,"		108",0.7,-8.1,12
2004-01-01,"		108",-1.5,-16.7,8.1
2004-02-01,"		108",2.3,-7.8,18.7
2004-03-01,"		108",6.3,-5.6,18.7
2004-04-01,"		108",13.1,2.7,27.3
2004-05-01,"		108",17.6,8.8,27.6
2004-06-01,"		108",23.2,14.6,32.5
2004-07-01,"		108",24.8,19.5,34.5
2004-08-01,"		108",26.1,18.7,36.2
2004-09-01,"		108",21.7,12.8,31.3
2004-10-01,"		108",15.2,5.3,25.6
2004-11-01,"		108",9.1,0.2,21.5
2004-12-01,"		108",1.9,-8.3,16.2
2005-01-01,"		108",-2.5,-11,7.3
2005-02-01,"		108",-1.9,-13.1,10.5
2005-03-01,"		108",4.1,-6.5,17.6
2005-04-01,"		108",13.2,4.1,29.8
2005-05-01,"		108",17.7,6.3,30.2
2005-06-01,"		108",22.7,15.5,32
2005-07-01,"		108",25.3,18.3,34.2
2005-08-01,"		108",25.1,16.5,35
2005-09-01,"		108",21.8,13.8,30.8
2005-10-01,"		108",14.7,3,24.9
2005-11-01,"		108",8.6,-1.1,21.8
2005-12-01,"		108",-3.9,-14,11.1
2006-01-01,"		108",-0.2,-10.1,9.3
2006-02-01,"		108",0.1,-14.1,11.5
2006-03-01,"		108",5.2,-6.9,17.2
2006-04-01,"		108",11.6,2.9,22.2
2006-05-01,"		108",18.4,10.8,28.3
2006-06-01,"		108",21.8,14.1,32.4
2006-07-01,"		108",23.1,17.5,30.1
2006-08-01,"		108",27,20.8,34.7
2006-09-01,"		108",21.1,11.3,30.3
2006-10-01,"		108",17.9,7.9,27.5
2006-11-01,"		108",8.4,-1.3,20.2
2006-12-01,"		108",1.4,-12.3,12.6
2007-01-01,"		108",0.4,-7.6,11.8
2007-02-01,"		108",4,-8.6,14.8
2007-03-01,"		108",6.1,-7.6,16.2
2007-04-01,"		108",11.4,1.6,22.5
2007-05-01,"		108",18.1,9,30.1
2007-06-01,"		108",23.2,14.1,33.2
2007-07-01,"		108",24.2,17.7,31.2
2007-08-01,"		108",26.5,19.8,33.2
2007-09-01,"		108",21.5,14.1,31.1
2007-10-01,"		108",15.1,3.2,26.2
2007-11-01,"		108",6.7,-5.5,19.3
2007-12-01,"		108",1.8,-7.4,13.8
2008-01-01,"		108",-1.7,-11.1,7.3
2008-02-01,"		108",-1.2,-10.1,10.5
2008-03-01,"		108",7.3,-1.7,19.8
2008-04-01,"		108",14.1,3.8,28
2008-05-01,"		108",17.7,8.1,28.5
2008-06-01,"		108",21.5,13.7,29.6
2008-07-01,"		108",25.1,20.2,32.9
2008-08-01,"		108",25.3,16.3,35.4
2008-09-01,"		108",22,10.3,32
2008-10-01,"		108",16.1,5.6,28.3
2008-11-01,"		108",7.6,-7.2,18.4
2008-12-01,"		108",1.1,-13.1,13.3
2009-01-01,"		108",-2,-11.4,12.2
2009-02-01,"		108",2.9,-8.6,16.1
2009-03-01,"		108",6,-3.3,22.2
2009-04-01,"		108",12.7,2.2,25.8
2009-05-01,"		108",19.1,9.8,31
2009-06-01,"		108",22.4,14.3,32.4
2009-07-01,"		108",24.3,18.7,32.4
2009-08-01,"		108",25.7,16.4,34.4
2009-09-01,"		108",21.8,14.4,29.9
2009-10-01,"		108",16,6.2,26.4
2009-11-01,"		108",6.9,-4.3,21.8
2009-12-01,"		108",-1,-12.9,10.1
2010-01-01,"		108",-4.5,-15.3,8.4
2010-02-01,"		108",1.4,-10.8,17.9
2010-03-01,"		108",4.3,-4,14.2
2010-04-01,"		108",9.5,1.1,20.7
2010-05-01,"		108",17.2,5.8,28.6
2010-06-01,"		108",23.4,12.1,32.7
2010-07-01,"		108",25.8,21,32.3
2010-08-01,"		108",26.5,19.9,33.8
2010-09-01,"		108",21.8,8.4,31.4
2010-10-01,"		108",14.5,0.7,24.2
2010-11-01,"		108",6.5,-5.2,17.4
2010-12-01,"		108",-1.3,-15.1,13.5
