승하차합
3125.0
6939.0
12132.0
27492.0
16813.0
3945.0
4854.0
7550.0
3845.0
5499.0
2432.0
61459.0
17404.0
15700.0
7777.0
2418.0
36875.0
3207.0
1414.0
5544.0
20550.0
3542.0
2059.0
4855.0
7151.0
61892.0
6342.0
6665.0
1614.0
21423.0
4944.0
8900.0
7212.0
6878.0
3231.0
103754.0
8681.0
532.0
3085.0
25624.0
11077.0
3215.0
1955.0
5389.0
7824.0
12556.0
3837.0
20966.0
7202.0
19056.0
6865.0
25213.0
17434.0
39992.0
1247.0
13934.0
1915.0
5873.0
4470.0
19928.0
5356.0
19184.0
1050.0
6906.0
23578.0
5089.0
378.0
8065.0
8208.0
1566.0
4562.0
24968.0
10869.0
7159.0
7152.0
8695.0
7289.0
17183.0
1274.0
47087.0
26817.0
7281.0
27281.0
11486.0
1149.0
25838.0
9125.0
8272.0
4858.0
1038.0
11321.0
8949.0
4043.0
37540.0
40374.0
11966.0
7205.0
4484.0
4044.0
11448.0
3754.0
9180.0
69.0
12346.0
12848.0
31289.0
5333.0
1667.0
7913.0
37339.0
3610.0
10033.0
1071.0
4941.0
6757.0
9680.0
11552.0
6548.0
2860.0
6255.0
5559.0
7238.0
8960.0
795.0
5946.0
21736.0
2308.0
2714.0
4064.0
7538.0
2820.0
11232.0
7635.0
26415.0
30911.0
8798.0
2585.0
3663.0
24980.0
16952.0
16244.0
3640.0
9150.0
7804.0
793.0
9219.0
17690.0
17304.0
8612.0
6100.0
14452.0
5856.0
9948.0
4790.0
4955.0
6052.0
8480.0
11873.0
8057.0
17461.0
7724.0
11107.0
2466.0
7079.0
4537.0
9816.0
13830.0
18960.0
7796.0
6358.0
23715.0
13363.0
5952.0
3510.0
14040.0
5951.0
10569.0
12859.0
14850.0
13141.0
27313.0
4657.0
4659.0
17296.0
11744.0
6498.0
9814.0
6144.0
1508.0
5671.0
9680.0
207.0
6962.0
1692.0
25674.0
3365.0
17068.0
8196.0
8040.0
2453.0
1957.0
8377.0
964.0
15229.0
20911.0
6673.0
7986.0
2517.0
37014.0
11668.0
3895.0
40562.0
5878.0
5891.0
4834.0
22030.0
15264.0
64236.0
3118.0
4321.0
2518.0
15525.0
5944.0
10952.0
1829.0
4190.0
39776.0
3669.0
18092.0
1945.0
2566.0
6125.0
5318.0
17283.0
9216.0
12296.0
16668.0
22602.0
13770.0
12288.0
5250.0
11741.0
583.0
10858.0
3002.0
2029.0
8515.0
1365.0
1835.0
47516.0
10094.0
78917.0
8764.0
16033.0
22263.0
20358.0
8975.0
15691.0
5228.0
27999.0
5902.0
5110.0
9961.0
13559.0
23715.0
26218.0
4452.0
3653.0
2820.0
547.0
12857.0
9673.0
6060.0
2298.0
4512.0
22690.0
2631.0
6472.0
6833.0
6194.0
5829.0
10610.0
13701.0
3806.0
1517.0
32013.0
67173.0
13300.0
33333.0
5053.0
11915.0
9964.0
3403.0
24281.0
3504.0
5262.0
11573.0
1860.0
1646.0
27288.0
1266.0
22627.0
26338.0
14188.0
55471.0
1647.0
64152.0
2849.0
2682.0
5886.0
25864.0
17477.0
13117.0
506.0
7835.0
10266.0
9094.0
11960.0
1997.0
37767.0
1961.0
10674.0
5046.0
25854.0
2027.0
4499.0
1079.0
16466.0
9097.0
19445.0
15623.0
8831.0
25918.0
15140.0
23678.0
20620.0
4547.0
7310.0
344.0
22862.0
13961.0
3637.0
1576.0
25828.0
1008.0
9278.0
5481.0
7549.0
8782.0
13659.0
1114.0
7160.0
12532.0
33283.0
4090.0
25026.0
20628.0
3854.0
4976.0
36031.0
14827.0
55196.0
17314.0
8215.0
4448.0
8091.0
7271.0
11781.0
8799.0
20017.0
2610.0
446.0
13770.0
3788.0
11301.0
8653.0
12939.0
5711.0
14967.0
37201.0
8089.0
2739.0
1715.0
5614.0
8102.0
52262.0
11715.0
2565.0
9192.0
5974.0
10045.0
712.0
5224.0
8976.0
5649.0
9096.0
2971.0
5836.0
1710.0
18901.0
8651.0
26526.0
1710.0
15549.0
7611.0
23611.0
12532.0
6644.0
14391.0
3977.0
11554.0
17367.0
20083.0
8378.0
6517.0
3147.0
5250.0
5420.0
7773.0
5381.0
100.0
103036.0
9563.0
20665.0
3644.0
8262.0
1880.0
15703.0
13109.0
4111.0
8090.0
7271.0
9174.0
13393.0
15176.0
9412.0
20981.0
49043.0
16602.0
10176.0
19689.0
7848.0
15008.0
10951.0
8706.0
8290.0
6104.0
20316.0
5862.0
9660.0
4480.0
9557.0
3411.0
100.0
7000.0
1070.0
1339.0
24812.0
2674.0
1873.0
11003.0
8321.0
37481.0
17953.0
5979.0
12273.0
5490.0
46830.0
3329.0
2801.0
2717.0
4225.0
20225.0
6228.0
3362.0
14521.0
9491.0
7039.0
13763.0
13752.0
3329.0
987.0
4375.0
2595.0
5842.0
11281.0
20535.0
3963.0
5925.0
15022.0
7502.0
6253.0
3665.0
10690.0
2769.0
11889.0
3343.0
9641.0
13640.0
2583.0
5572.0
15039.0
54584.0
6642.0
7479.0
38640.0
3457.0
110125.0
15086.0
3172.0
23405.0
8402.0
7223.0
1480.0
16456.0
27061.0
12373.0
15392.0
7942.0
6829.0
